IDS	QUESTIONS	ANSWER	AUDIO	INFO	CLUE	THEME	SUBTYPE	LEVEL	SEQ	TYPE	PERSON	TENSE	COMMENT	0	dedupeExact		dedupeVague															
2436	we _based_ this _upon_	_basamos_ esto _en_		BASAR	b e e	thinking		B2	2436						desconcertante																	
2437	time to _sink-in_	tiempo para _calar_		CALAR	t p c	thinking		B2	2437	verb					basar en																	
2438	a quiet _genius_	un _genio_ silencioso			u g s	thinking		B2	2438	verb					calar																	
2439	he is _screwed up about_ it	_está jodido por_ eso		ESTAR::JODER (to fuck, to fuck something up)::vulgar	e j p e	thinking		B2	2439						genio																	
2440	should I _infer_	¿debería _inferir_?		DEBER::INFERIR	d i	thinking		B2	2440	verb					estar jodido por algo																	
2441	may we (can we) _reciprocate_	¿podemos _reciprocar_?		PODER::RECIPROCAR	p r	thinking		B2	2441	verb					inferir																	
2442	they do not _dare_	no se _atreven_		ATREVERSE	n s a	social		B2	2442	verb					corresponder																	
2443	she _comforted_ the children	_consoló_ a los niños		CONSOLAR A	con a l n	social		B2	2443	verb					atreverse																	
2444	_endemic_ in our schools	_endémico_ en nuestras escuelas			e e n e	social		B2	2444						endémico																	
2445	it is an _honour_	es un _honor_		SER	e u h	social		B2	2445						honor																	
2446	a disastrous _misfortune_	una _desgracia_ desastrosa			u d d	social		B2	2446						desgracia																	
2447	he would have _compromised__	habría _comprometido_		HABER::COMPROMETER	h c	social		B2	2447						él habría comprometido																	
2448	_unanimous_ consent	consentimiento _unánime_		CONSENTIR	c u	social		B2	2448						unánime																	
2449	a good _reputation_	una buena _reputación_		REPUTAR	u b r	social		B2	2449						reputación																	
2450	strong _credibility_	_credibilidad_ sólida		CREER	c s	social		B2	2450						credibilidad																	
2451	occasional _privilege_	_privilegio_ ocasional		PRIVILEGIAR	p o	social		B2	2451						privilegio																	
2452	an _outsider_	un _forastero_			u f	social		B2	2452						forastero																	
2453	_alimony_ is paid	se paga _pensión alimenticia_		PAGAR::PENSAR::ALIMENTAR	s p p a	social		B2	2453						pensión alimenticia																	
2454	we _settled_ this land	nos _establecimos_ en esta tierra		ESTABLECER	n e e e t	social		B2	2454	verb					establecerse																	
2455	who did he _betray_	¿a quién _traicionó_?		TRAICIONAR	a q t	social		B2	2455	verb					traicionar																	
2456	beside the _host_	junto al _anfitrión_			j a a	social		B2	2456						anfitrión																	
2457	an _eligible_ bachelor	un soltero _elegible_		ELEGIR	u s e	social		B2	2457						elegible																	
2458	I _got to know_ them	_llegué a conocer_los		LLEGAR::CONOCER	l a c	social		B2	2458	verb					conocer a alguien																	
2459	the eventual  _prize_	el _premio_ eventual		PREMIAR	e p e	social		B2	2459						premio																	
2460	high _standards_	_estándares_ altos			e a	social		B2	2460						estándares																	
2461	amigo: don't _grovel_!	¡No te humilles!		HUMILLARSE = to humiliate	n t h	social		B2	2461	verb					arrastrarse																	
2462	he _let_ someone _down_	_decepcionó a_  alguien		DECEPCIONAR A	d a a	social		B2	2462	verb					decepcionar a alguien																	
2463	the _burden_ of proof	la _carga_ de la prueba		CARGAR::PROBAR	l c d l p	social		B2	2463						carga																	
2464	we _said goodbye_	nos _despedimos_		DESPEDIR	n d	social		B2	2464	verb					despedirse																	
2465	those who _difame_	los que _difaman_		DIFAMAR	l q d	social		B2	2465	verb					difamar																	
2466	before the _christening_	antes del _bautizo_		BAUTIZAR	a d b	social		B2	2466						bautizo																	
2467	they _neglect_ their dog	_descuidan a_ su perro		DESCUIDAR A	d a s p	social		B2	2467	verb					descuidar																	
2468	a moment to _forgive_	un momento para _perdonar_		PERDONAR	u m p p	social		B2	2468	verb					perdonar																	
2469	his arguments were  _ridiculed_	sus argumentos fueron _ridiculizados_		SER::RIDICULIZAR	s a f r	social		B2	2469	verb					ridiculizar																	
2470	we should _hang out_	deberíamos _pasar el rato_		DEBER::PASAR	d p e r	social		B2	2470	verb					pasar el rato																	
2471	better would be someone _impartial_	mejor sería alguien _imparcial_		SER	m s a i	social		B2	2471	verb					engañar a alguien																	
2472	limited _consent_	_consentimiento_ limitado		CONSENTIR::LIMITAR	c l	social		B2	2472						consentimiento																	
2473	ill-considered _charity_	_caridad_ mal considerada		CONSIDERAR	c m c	social		B2	2473						caridad																	
2474	she _volunteers_	_trabaja de voluntaria_		Spanish does not have a direct verb equivalent of to volunteer	t d v	social		B2	2474	verb					ofrecerse como voluntario																	
2475	_identity_ card	tarjeta de _identidad_		IDENTIFICAR	t d i	social		B2	2475						identidad																	
2476	a _suicidal_ gesture	un gesto _suicida_	S2476	invariable adjective (doesn’t change based on the gender of the noun	u g s	social		B2	2476						premio																	
2477	they are easily _offended_	se sienten fácilmente _ofendidos_		SENTIR::OFENDER	s s f o	social		B2	2477						ofendido																	
2478	they acted _independently_	actuaron _independientemente_		ACTUAR::DEPENDER	a i	social		B2	2478						independientemente																	
2479	_conventional_ weapons	armas _convencionales_		CONVENIR	a c	social		B2	2479						convencional																	
2480	the obvious _resolution_	la _resolución_ obvia		RESOLVER	l r o 	social		B2	2480						resolución																	
2481	technology to _monitor_	tecnología para _monitorear_		MONITOREAR	t p m 	social		B2	2481	verb					monitorear																	
2482	who is the _prince_?	¿quién es el _príncipe_?		SER	q e e p 	social		B2	2482						príncipe																	
2483	a beautiful _princess_	una princesa hermosa		you might see una hermosa princessa - that is more poetic or literary language	u p h	social		B2	2483						princesa																	
2484	the _queen_ is here	la _reina_ está aquí		ESTAR	l r e a 	social		B2	2484						reina																	
2485	the _king_ is over there	el _rey_ está allá		ESTAR	e r e a 	social		B2	2485						rey																	
2486	_accompanied_ or alone	_acompañado_ o solo		ACOMPAÑAR	a o s 	social		B2	2486						acompañado																	
2487	they are travelling _separately_	están viajando _por separado_		ESTAR::VIAJAR::SEPARAR	e v p s 	social		B2	2487						por separado																	
2488	a _toxic_ attitude	una actitud _tóxica_			u a t 	medical		B2	2488						tóxico																	
2489	more _anaesthetic_	más _anestésico_			m a 	medical		B2	2489						anestésico																	
2490	_cardiovascular_ disease	enfermedad _cardiovascular_		ENFERMAR	e c 	medical		B2	2490						cardiovascular																	
2491	a _curative_ program	un programa _curativo_		PROGRAMAR::CURAR	u p c 	medical		B2	2491						curativo																	
2492	a _diagnostic_ error	un error _diagnóstico_		ERRAR::DIAGNOSTICAR	u e d 	medical		B2	2492						diagnóstico																	
2493	a _dyslexic_ child	un niño _disléxico_			u n d 	medical		B2	2493						disléxico																	
2494	an _inflammatory_ condition	una condición _inflamatoria_		CONDICIONAR::INFLAMAR	u c i 	medical		B2	2494						inflamatorio																	
2495	deaf and _mute_	sordo y _mudo_			s y m 	medical		B2	2495						mudo																	
2496	_injurious_ substances	sustancias _perjudiciales_		PERJUDICAR	s p 	medical		B2	2496						perjudicial																	
2497	_sober_ people	gente _sobria_			g s 	medical		B2	2497						sobrio																	
2498	according to his _symptoms_	según sus _síntomas_			s s s 	medical		B2	2498						según sus síntomas																	
2499	he was _hospitalised_	fue _hospitalizado_		SER::HOSPITALIZAR	f h 	medical		B2	2499	verb					hospitalizar																	
2500	they are _injecting_	están _inyectando_		ESTAR::INYECTAR	e i 	medical		B2	2500	verb					inyectar																	
2501	what did he _prescribe_	¿qué _recetó_?		RECETAR	q r 	medical		B2	2501	verb					recetar																	
2502	giving a _press-conference_	dando una _rueda de prensa_	S2502	rueda means wheel but also “round” or “turn”	d u r d p 	people		B2	2502						nocivo (salud)																	
2503	_therapy_ sessions	sesiones de _terapia_			s d t 	medical		B2	2503						terapia																	
2504	his _specialization_ is	su _especialización_ es		ESPECIALIZAR::SER	s e e 	medical		B2	2504						especialización	===																
2505	her _diagnosis_ was	su _diagnóstico_ fue		DIAGNOSTICAR::SER	s d f 	medical		B2	2505						diagnóstico	===																
2506	little _endurance_	poca _resistencia_		RESISTIR	p r 	medical		B2	2506						resistencia	===																
2507	the recommended _treatment_	el _tratamiento_ recomendado			e t r	medical		B2	2507						síntoma	===																
2508	a new _procedure_	un nuevo _procedimiento_		PROCEDER	u n p	medical		B2	2508						vitalidad	===																
2509	_surgery_ was available	la _cirugía_ estaba disponible		ESTAR::DISPONER	l c e d 	medical		B2	2509						cirugía																	
2510	head _trauma_	_trauma_ craneal			t c 	medical		B2	2510						trauma																	
2511	her second _stroke_	su segundo _derrame cerebral_		DERRAMAR = to spill or to pour out	s s d c 	medical		B2	2511						derrame cerebral																	
2512	_repulsive_ behaviour	comportamiento _repugnante_		COMPORTAR::REPUGNAR::also sickening	c r===gn===	medical		B2	2512						repugnante																	
2513	how can we _immunise_ ourselves	¿cómo podemos _inmunizarnos_?		PODER::INMUNIZAR	c p i 	medical		B2	2513	verb					inmunizar																	
2514	was he _infected_	¿fue _infectado_?		SER::INFECTAR	f i 	medical		B2	2514	verb					infectar																	
2515	I think he is _choking_	creo que se está _ahogando_		CREER::ESTAR::AHOGAR	c q s e a 	medical		B2	2515	verb					ahogar																	
2516	an _epidemic_ of violence	una _epidemia_ de violencia			u e d v 	medical		B2	2516						epidemia																	
2517	the _ambulance_ was delayed	la _ambulancia_ se retrasó		RETRASAR	l a s r 	medical		B2	2517						ambulancia																	
2518	amigo: to help you _recover_	para ayudarte a _recuperarte_		AYUDAR::RECUPERARSE	p a a r 	medical		B2	2518	verb					recuperar																	
2519	increasing diabetes	diabetes creciente		diabetic = diabético/a	d cr	medical		B2	2519						nota de suicidio																	
2520	a third _specialist_	un tercer _especialista_		ESPECIALIZAR	u t e 	medical		B2	2520						especialista																	
2521	we can _detect_	podemos _detectar_		PODER::DETECTAR	p d 	medical		B2	2521	verb					detectar																	
2522	beautiful _contact lenses_	hermosos _lentes de contacto_		CONTACTAR	h l d c 	medical		B2	2522						lentes de contacto																	
2523	_auditory_ experiences	experiencias _auditivas_		EXPERIMENTAR	e a 	medical		B2	2523						auditivo																	
2524	_out on a limb_	_en una situación arriesgada_		SITUAR::ARRIESGAR	e u s a 	judgement		B2	2524						en una situación arriesgada																	
2525	a _precious_ time	un tiempo _precioso_		PRECIAR	u t p 	judgement		B2	2525						querido / precioso																	
2526	we were taught to _despise_ (rewrite to active voice	nos enseñaron a _despreciar_		ENSEÑAR::DESPRECIAR::in Latin American Spanish the active voice is more frequently used than the passive, so this sounds more natural. It could have remained in the passive voice being either "fuimos enseñados a despreciar" or "nos fue enseñado despreciar"	n e a d 	judgement		B2	2526	verb					despreciar																	
2527	an intriguing_ story	una historia _intrigante_		INTRIGAR	u h i	judgement		B2	2527						cautivador																	
2528	a _hellish_ landscape	un paisaje _infernal_			u p i 	judgement		B2	2528						infernal																	
2529	_disastrous_ results	resultados _desastrosos_		RESULTAR	r d 	judgement		B2	2529						desastroso																	
2530	it was _horrible_	fue _horrible_		SER::also horrendous	f h 	judgement		B2	2530						horroroso / espantoso / horrible																	
2531	a bit _gullible_	un poco _credulo_		credulous	u p c	judgement		B2	2531						glorioso																	
2532	more _hysterical_ than	más _histérico_ que			m h q 	judgement		B2	2532						histérico																	
2533	_ironically_, the view	_irónicamente_, la vista			i l v 	judgement		B2	2533						irónicamente																	
2534	a _miraculous_ development	un desarrollo _milagroso_		DESARROLLAR	u d m 	judgement		B2	2534						milagroso																	
2535	_profoundly_ useful	_profundamente_ útil		PROFUNDIZAR	p ú 	judgement		B2	2535						profundamente																	
2536	_holy_ water	agua _santa_		SANTIFICAR	a s 	judgement		B2	2536						santo																	
2537	a _severe_ storm	una tormenta _severa_			u t s 	judgement		B2	2537						severo																	
2538	_absurdity_ is everywhere	la _absurdidad_ está en todas partes		ESTAR	l a e e t p 	judgement		B2	2538						absurdidad																	
2539	for the _glory_	para la _gloria_		GLORIAR	p l g 	judgement		B2	2539						gloria																	
2540	_indescribable_ cicumstances	circunstancias _indescriptibles_		DESCRIBIR	c i 	judgement		B2	2540						indescriptible																	
2541	_improper_ use of resources	uso _inadecuado_ de recursos		USAR::ADECUAR	u i d r 	judgement		B2	2541						inadecuado																	
2542	an _exceptional_ lifestyle	un estilo de vida _excepcional_		EXCEPTUAR	u e d v e 	judgement		B2	2542						excepcional																	
2543	all that _hype_	todo ese _bombo_		BOMBEAR	t e b 	judgement		B2	2543						bombo																	
2544	an initial _appraisal_	una _evaluación_ inicial		EVALUAR::INICIAR	u e i 	judgement		B2	2544						evaluación																	
2545	a _worthy_ adversary	un adversario _digno_		DIGNAR	u a d 	judgement		B2	2545						digno																	
2546	a _rigorous_ test	una prueba _rigurosa_		PROBAR	u p r 	judgement		B2	2546						riguroso																	
2547	_superficial_ arguments	argumentos _superficiales_		ARGUMENTAR	a s 	judgement		B2	2547						superficial																	
2548	another _shocking_ revelation	otra revelación _impactante_		REVELAR::IMPACTAR	o r i 	judgement		B2	2548						impactante																	
2549	a _robust_ discussion	una discusión _robusta_		DISCUTIR	u d r 	judgement		B2	2549						robusto																	
2550	_contradictory_ evidence	evidencia _contradictoria_		EVIDENCIAR::CONTRADECIR	e c 	judgement		B2	2550						contradictorio																	
2551	_indefensible_ actions	acciones _indefendibles_		ACCIONAR::DEFENDER	a i 	judgement		B2	2551						indefendible																	
2552	a _spectacular_ performance	una presentación _espectacular_		ESPECTACULAR: presentación is the more general term:: actuación is used for artistic work	u pr e 	judgement		B2	2552						espectacular																	
2553	a _pathetic_ excuse	una excusa _patética_		EXCUSAR	u e p 	judgement		B2	2553						patético																	
2554	_colossal_ errors	errores _colosales_		ERRAR	e c 	judgement		B2	2554						colosal																	
2555	_irresistable_ motivation	motivación _irresistible_		MOTIVAR::RESISTIR	m i 	judgement		B2	2555						irresistible																	
2556	_comparative_ ability	habilidad _comparativa_		HABILITAR::COMPARAR	h c 	judgement	comparison	B2	2556						comparativo																	
2557	_indistinguishable_ from	_indistinguible_ de		DISTINGUIR	i d 	judgement	comparison	B2	2557						indistinguible																	
2558	she _distinguished_ herself	ella se _distinguió_		DISTINGUIR	e s d 	judgement	comparison	B2	2558	verb					distinguir																	
2559	a surprising _inequality_	una _desigualdad_ sorprendente		IGUALAR	u d s	judgement	comparison	B2	2559						desigualdad	===																
2560	a limited _variety_	una _variedad_ limitada		VARIAR	u v l	judgement	comparison	B2	2560						variedad																	
2561	_hypocritical_ judgements	juicios _hipócritas_		JUZGAR	j h 	character		B2	2561						hipócrita																	
2562	a dreadful _bully_	un _matón_ terrible			u m t 	character		B2	2562						matón																	
2563	her _playful_ attitude	su actitud _juguetona_		JUGAR	s a j 	character		B2	2563						juguetón																	
2564	a _carefree_ lifestyle	un estilo de vida _despreocupado_		PREOCUPAR	u e d v d 	character		B2	2564						despreocupado																	
2565	_faithful_ and honest	_fiel_ y honesto			f y h 	character		B2	2565						fiel																	
2566	an _honorable_ discharge	una baja _honorable_		BAJAR::HONORAR	u b h 	character		B2	2566						honorable																	
2567	more _hospitable_	más _hospitalario_			m h 	character		B2	2567						hospitalario																	
2568	less _prudent_	menos _prudente_			m p 	character		B2	2568						prudente																	
2569	far too _apathetic_	demasiado _apático_			d a 	character		B2	2569						apático																	
2570	very _aspirational_	muy _aspiracional_		ASPIRAR	m a 	character		B2	2570						aspiracional																	
2571	less _belligerent_	menos _beligerante_			m b 	character		B2	2571						beligerante																	
2572	_charismatic_ behaviour	comportamiento _carismático_		COMPORTAR	c c 	character		B2	2572						carismático																	
2573	a _cynical_ evaluation	una evaluación _cínica_		EVALUAR	u e c 	character		B2	2573						cínico																	
2574	a _delinquent_ child	un niño _delincuente_		DELINQUIR	u n d 	character		B2	2574						delincuente																	
2575	a _gifted_ learner	un estudiante _dotado_		ESTUDIAR::DOTAR	u est d 	character		B2	2575						dotado																	
2576	_egotistic_ decisions	decisiones _egotistas_		DECIDIR	d e 	character		B2	2576						egotista																	
2577	an _elegant_ efficiency	una eficiencia _elegante_		ELEGIR	u e e 	character		B2	2577						elegante																	
2578	it's good to be _humble_	es bueno ser _humilde_		SER	e b s h 	character		B2	2578						humilde																	
2579	_neurotic_ people	gente _neurótica_			g n 	character		B2	2579						neurótico																	
2580	a _hard working_ administrator	un administrador _trabajador_		ADMINISTRAR::TRABAJAR	u a t 	character		B2	2580						trabajador / asiduo																	
2581	a _depressing_ personality	una personalidad _deprimente_	S2581		u p d 	character		B2	2581						característico																	
2582	an important _virtue_	una _virtud_ importante		IMPORTAR	u v i 	character		B2	2582						virtud																	
2583	a _fussy_ approach	un enfoque _exigente_		ENFOCAR::EXIGIR	u e e 	character		B2	2583						exigente																	
2584	a _manipulative_ person	una persona _manipuladora_		MANIPULAR	u p m	character		B2	2584						gentil																	
2585	_admirable_ position	posición _admirable_		POSICIONAR::ADMIRAR	p a 	character		B2	2585						admirable																	
2586	_noble_ intention	intención _noble_		INTENCIONAR	i n 	character		B2	2586						noble																	
2587	_nobility_ in action	_nobleza_ en acción		ACCIONAR	n e a 	character		B2	2587						nobleza																	
2588	_integrity_ is its own reward	la _integridad_ es su propia recompensa		SER::RECOMPENSAR	l i e s p r 	character		B2	2588						integridad																	
2589	_smug_ but not smart	_engreído_ pero no inteligente		ENGREÍR = to make conceited, vain, to spoil	e p n i 	character		B2	2589						engreído																	
2590	a dreadful _snob_	un _esnob_ terrible			u e t 	character		B2	2590						esnob																	
2591	a _concientious_ objector	un objetor _concienzudo_		OBJETAR	u o c 	character		B2	2591						concienzudo																	
2592	_self-centered_ motives	motivos _egocéntricos_		MOTIVAR	m e 	character		B2	2592						egocéntrico																	
2593	_cowardly_ conduct	conducta _cobarde_		CONDUCIR	c c 	character		B2	2593						cobarde																	
2594	_dedicated_ to perfection	_dedicado_ a la perfección		DEDICAR::PERFECCIONAR	d a l p 	character		B2	2594						dedicado																	
2595	a _waste_ of food	un _desperdicio_ de comida		DESPERDICIAR::COMER::la is removed when dealing with a general case which is considered uncountable	u d d c 	misc		B2	2595						desperdicio																	
2596	_existence_ is not enough	la _existencia_ no es suficiente		EXISTIR::SER	l e n e s 	misc		B2	2596						existencia																	
2597	_assistance_ required	_asistencia_ requerida		ASISTIR::REQUERIR	a r 	misc		B2	2597						asistencia																	
2598	_comprehensive_ training	entrenamiento _integral_		ENTRENAR::INTEGRAR	e i 	misc		B2	2598						integral																	
2599	_settled_ manner	manera _resuelta_		RESOLVER	m r 	misc		B2	2599						resuelto																	
2600	a _chain_ of events	una _cadena_ de eventos		ENCADENAR	u c d e 	misc		B2	2600						cadena																	
2601	_possession_ is nine tenths of the law	la _posesión_ es nueve décimas de la ley		POSEER::SER	l p e n d d l l 	misc		B2	2601						posesión																	
2602	_anonymous_ comments	comentarios _anónimos_		COMENTAR	c a 	misc		B2	2602						anónimo																	
2603	_attributed_ to whom?	¿_atribuido_ a quién?		ATRIBUIR	a a q 	misc		B2	2603						atribuido																	
2604	_autobiographical_ thinking	pensamiento _autobiográfico_		PENSAR	p a 	misc		B2	2604						autobiográfico																	
2605	_certifiable_ results	resultados _certificables_		RESULTAR::CERTIFICAR	r c 	misc		B2	2605						certificable																	
2606	_coincidentally_ fantastic	_casualmente_ fantástico			cas f 	misc		B2	2606						casualmente																	
2607	_compound_ solutions	soluciones _compuestas_		SOLUCIONAR::COMPONER	s c 	misc		B2	2607						compuesto																	
2608	amigo: be _mindful_ of	sé _consciente_ de		SER	s c d 	misc		B2	2608						consciente																	
2609	I'm _inclined_ to say "no"	estoy _inclinado_ a decir "no"		ESTAR::INCLINAR::DECIR	e i a d n 	misc		B2	2609						dispuesto / inclinado																	
2610	_generic_ advertising	publicidad _genérica_		PUBLICAR::GENERAR	p g 	misc		B2	2610						genérico																	
2611	_identifiable_ sources	fuentes _identificables_		IDENTIFICAR	f i 	misc		B2	2611						identificable																	
2612	_intrusive_ relatives	parientes _intrusivos_			p i 	misc		B2	2612						intrusivo																	
2613	_personalised_ towels	toallas _personalizadas_		PERSONALIZAR	t p 	misc		B2	2613						personalizado																	
2614	a _spirit_ of adventure	un _espíritu_ de aventura			u e d a 	misc		B2	2614						espíritu																	
2615	a wonderful _necessity_	una _necesidad_ maravillosa		NECESITAR::MARAVILLAR	u n m 	misc		B2	2615						necesidad																	
2616	she was _wrapping_ presents	(ella) estaba _envolviendo_ regalos		ESTAR::ENVOLVER::REGALAR	(e) e e r 	misc		B2	2616	verb					envolver																	
2617	they would _familiarise_ themselves	se _familiarizarían_		FAMILIARIZAR	s f 	misc		B2	2617	verb					familiarizar																	
2618	this will _popularise_ other related courses	esto _popularizará_ otros cursos relacionados		POPULARIZAR::RELACIONAR	e p o c r 	misc		B2	2618	verb					popularizar																	
2619	apparent _diversity_	_diversidad_ aparente		DIVERSIFICAR::APARECER	d a 	misc		B2	2619						diversidad																	
2620	a difficult _coexistence_	una _coexistencia_ difícil		COEXISTIR::DIFICULTAR	u c d 	misc		B2	2620						coexistencia																	
2621	a relaxing _festivity_	una _festividad_ relajante		FESTEJAR::RELAJAR	u f r 	misc		B2	2621						festividad	===																
2622	it was _syndicated_	fue _sindicado_		SER::SINDICAR	f s 	misc		B2	2622	verb					sindicar																	
2623	_otherwise_, I cannot	_de lo contrario_, no puedo		PODER	d l c n p 	misc		B2	2623						de lo contrario																	
2624	many more _viewers_	muchos más _espectadores_		ESPECTACULAR	m m e 	misc		B2	2624						espectadores																	
2625	señor: can you _facilitate_ that	¿puede _facilitar_ eso?		PODER::FACILITAR	p f e 	misc		B2	2625	verb					facilitar																	
2626	unfortunate _consequences_	_consecuencias_ desafortunadas		CONSEGUIR	c d 	misc		B2	2626						consecuencias																	
2627	_haunted_ by the past	_embrujado_ por el pasado		EMBRUJAR::PASAR	e p e p 	misc		B2	2627						embrujado																	
2628	_I am stuck with something_	_estoy atascado con algo_		ESTAR::ATASCAR	e a c a 	misc		B2	2628	verb					estar atascado con algo																	
2629	_unexpectedly_ early	_inesperadamente_ temprano		ESPERAR	i t 	misc		B2	2629						inesperadamente																	
2630	a willing _participant_	un _participante_ dispuesto		PARTICIPAR::DISPONER	u p d 	misc		B2	2630						participante																	
2631	_virtually_ unstoppable	_virtualmente_ imparable		PARAR	v i 	misc		B2	2631						virtualmente																	
2632	a _force_ of nature	una _fuerza_ de la naturaleza		FORZAR::NATURALIZAR	u f d l n 	misc		B2	2632	verb					forzar																	
2633	the _package_ will be delivered	el _paquete_ será entregado		SER::ENTREGAR	e p s e 	misc		B2	2633						paquete																	
2634	a colourful _rainbow_	un _arcoíris_ colorido		COLOREAR	u a c 	misc		B2	2634						arcoíris																	
2635	an _assured_ manner	una manera _asegurada_		ASEGURAR	u m a 	misc		B2	2635						amigo: ¿has asegurado?																	
2636	_interior_ design	diseño _interior_		DISEÑAR	d i 	location		B2	2636						interior																	
2637	the _brink_ of disaster	el _borde_ del desastre		BORDAR	e b d d 	location		B2	2637						borde																	
2638	_external_ appearance	apariencia _externa_		APARECER	a e 	location		B2	2638						externo																	
2639	_presence_ of mind	_presencia_ de ánimo		PRESENTAR::ANIMAR	p d á 	location		B2	2639						presencia																	
2640	_attached_ to this	_adjunto_ a esto		ADJUNTAR	adj a e 	location		B2	2640						adjunto																	
2641	_isolated_ from that	_aislado_ de eso		AISLAR	a d e 	location		B2	2641						aislado																	
2642	after having been _absent_	después de haber estado _ausente_		HABER::ESTAR::AUSENTAR::Después de requires an infinitive construction::Haber (infinitive) + past participle = perfect infinitive::You may have been expecting habiendo but you cannot use a gerund after después de in Spanish	d d h e a	location		B2	2642																							
2643	_displaced_ loyalty	lealtad _desplazada_		DESPLAZAR:lealTad is not a typo - you were likely expecting lealDad.	l d 	location		B2	2643						desplazado																	
2644	_dispersed_ concentration	concentración _dispersa_		CONCENTRAR::DISPERSAR::dispersed is an adjective in this context not a past participle of the verb	c d 	location		B2	2644						disperso / esparcido																	
2645	_in the middle of_ it all	_en medio de_ todo		MEDIAR	e m d t 	location		B2	2645						en medio de																	
2646	_inclusive_ of	_inclusivo_ de		INCLUIR	i d 	location		B2	2646						inclusivo																	
2647	a quick visit to _hell_	una visita rápida al _infierno_		VISITAR	u v r a i 	location		B2	2647						infierno																	
2648	they _dispersed_ among	se _dispersaron_ entre		DISPERSAR	s d e 	location		B2	2648	verb					dispersar																	
2649	where we _diverge_	donde _divergimos_		DIVERGIR	d d 	location		B2	2649	verb					divergir																	
2650	it will _emerge_ that	_surgirá_ que		SURGIR	s q 	location		B2	2650	verb					emerger																	
2651	we need to _spread out_	necesitamos _extendernos_		NECESITAR::EXTENDER	n e 	location		B2	2651	verb					extenderse																	
2652	in order to _evade_	para _evadir_		EVADIR	p e 	location		B2	2652	verb					evadir																	
2653	what will _arise_ after that?	¿qué _surgirá_ después de eso?		SURGIR	q s d d e 	location		B2	2653	verb					surgir																	
2654	during the _descent_	durante el _descenso_		DESCENDER	d e d 	location		B2	2654						descenso																	
2655	outside of _regional_	fuera de lo _regional_			f d l r 	location		B2	2655						regional																	
2656	a _remote_ possibility	una posibilidad _remota_		POSIBILITAR	u p r 	location		B2	2656						remoto																	
2657	our _comfort zone_	nuestra _zona de confort_		ZONAR::CONFORTAR	n z d conf	location		B2	2657						zona de confort																	
2658	it will be able to _orbit_	podrá _orbitar_		PODER::ORBITAR	p o 	location		B2	2658	verb					orbitar																	
2659	_reception_ has it	la _recepción_ lo tiene		RECIBIR::TENER	l r l t 	location		B2	2659						recepción																	
2660	_upside down_ reasoning	razonamiento invertido		RAZONAR::INVERTIR::invertir also means to invest	r i	location		B2	2660						razonamiento																	
2661	_stage_ fright	miedo _escénico_		ESCENAR	m e 	location		B2	2661						escenario																	
2662	can we _displace_	¿podemos _desplazar_		PODER::DESPLAZAR	p d 	location		B2	2662	verb					desplazar																	
2663	_central_ intelligence	inteligencia _central_		CENTRALIZAR	i c 	location		B2	2663						central																	
2664	_peripheral_ stupidity	estupidez _periférica_			e p 	location		B2	2664						periférico																	
2665	_aggravated_ assault	asalto _agravado_		ASALTAR::AGRAVAR	a a 	emotion		B2	2665						agravado																	
2666	_rage_ against the system	_rabia_ contra el sistema		RABIAR::SISTEMATIZAR	r c e s 	emotion		B2	2666						rabia																	
2667	a bad _temper_	mal _temperamento_		TEMPERAR	m t 	emotion		B2	2667						temperamento																	
2668	amigo: avoid _despair_!	¡evita la _desesperación_!		EVITAR::DESESPERAR	e l d 	emotion		B2	2668						desesperación																	
2669	a _sigh_ of relief	un _suspiro_ de alivio		SUSPIRAR::ALIVIAR	u s d a 	emotion		B2	2669						suspiro																	
2670	the _thrill_ of success	la _emoción_ del éxito		EMOCIONAR	l e d é 	emotion		B2	2670	verb					emocionar																	
2671	_desirable_ progress	progreso _deseable_		PROGRESAR::DESEAR	p d 	emotion		B2	2671						deseable																	
2672	_inspiring_ nonsense	tonterías _inspiradoras_		INSPIRAR	t i 	emotion		B2	2672						inspirador																	
2673	an _appreciative_ manner	una manera _agradecida_		AGRADECER	u m agra 	emotion		B2	2673						agradecido																	
2674	I feel _claustrophobic_	me siento _claustrofóbico_		SENTIR	m s c 	emotion		B2	2674						claustrofóbico																	
2675	_impulsive_ reactions	reacciones _impulsivas_		REACCIONAR::IMPULSAR	r i 	emotion		B2	2675						impulsivo																	
2676	he is _cranky_ today	está _malhumorado_ hoy		ESTAR::HUMORAR	e m h 	emotion		B2	2676						malhumorado																	
2677	time-efficiency is _motivating_	la eficiencia del tiempo es _motivadora_		SER::MOTIVAR	l e d t e m 	emotion		B2	2677						motivador																	
2678	understanding _intent_	entendiendo la _intención_		ENTENDER:INTENTAR	e l i	emotion		B2	2678						deleite																	
2679	this _dread_ of long hours	este _pavor_ a las largas horas			e p a l l h 	emotion		B2	2679						pavor																	
2680	_spite_ is counter-productive	el _rencor_ es contraproducente		SER::PRODUCIR	e r e c 	emotion		B2	2680						rencor																	
2681	outrageous _suffering_	_sufrimiento_ indignante		SUFRIR::INDIGNAR	s i10	emotion		B2	2681						sufrimiento																	
2682	we were _outraged_ (over time)	estábamos _indignados_		ESTAR::INDIGNAR	e i 	emotion		B2	2682						indignado																	
2683	_sympathy_ alone	solo _simpatía_		SIMPATIZAR	s s 	emotion		B2	2683						simpatía																	
